data_name;organization_name;division_name;department_name;body_name;published;published_format;published_source;published_ressource;accrualPeriodicity;release_status;status_description;status_updated;dct:issued;dct:publisher;dct:title
oreb-kataster-der-belasteten-standorte-kbs1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.07.2019;geoinformation-kanton-zuerich;oreb-kataster-der-belasteten-standorte-kbs1
revitalisierungsplanung-offentliche-fliessgewasser1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.02.2019;geoinformation-kanton-zuerich;revitalisierungsplanung-offentliche-fliessgewasser1
gebaudebaujahr1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;30.05.2014;geoinformation-kanton-zuerich;gebaudebaujahr1
okomorphologische-erhebung-der-fliessgewasser1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.01.2015;geoinformation-kanton-zuerich;okomorphologische-erhebung-der-fliessgewasser1
denkmalschutzobjekte2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.04.2018;geoinformation-kanton-zuerich;denkmalschutzobjekte2
oreb-kataster-vereinfachtes-datenmodell-zh-kommunale-verkehrsbaulinien1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.01.2014;geoinformation-kanton-zuerich;oreb-kataster-vereinfachtes-datenmodell-zh-kommunale-verkehrsbaulinien1
amphibienzugstellen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.10.2017;geoinformation-kanton-zuerich;amphibienzugstellen1
haupt-und-nebenstrassen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;25.01.2018;geoinformation-kanton-zuerich;haupt-und-nebenstrassen1
warme1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;30.12.2013;geoinformation-kanton-zuerich;warme1
haltestellen-des-offentlichen-verkehrs2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.07.2017;geoinformation-kanton-zuerich;haltestellen-des-offentlichen-verkehrs2
offentliche-oberflachengewasser1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.04.2019;geoinformation-kanton-zuerich;offentliche-oberflachengewasser1
adressen-gis-zh1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.07.2016;geoinformation-kanton-zuerich;adressen-gis-zh1
tarifzonen-des-offentlichen-verkehrs1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;06.02.2015;geoinformation-kanton-zuerich;tarifzonen-des-offentlichen-verkehrs1
uberbauungs-und-erschliessungsstand-der-gemeinden;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2016;geoinformation-kanton-zuerich;uberbauungs-und-erschliessungsstand-der-gemeinden
inventar-der-waldstandorte-von-naturkundlicher-bedeutung-wnb1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.05.2000;geoinformation-kanton-zuerich;inventar-der-waldstandorte-von-naturkundlicher-bedeutung-wnb1
fischereireviere1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.05.2010;geoinformation-kanton-zuerich;fischereireviere1
wms-naturgefahrenkarte-intensitatskarten-massenbewegungen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.08.2017;geoinformation-kanton-zuerich;wms-naturgefahrenkarte-intensitatskarten-massenbewegungen2
wms-naturgefahrenkarte-intensitatsflachen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.08.2017;geoinformation-kanton-zuerich;wms-naturgefahrenkarte-intensitatsflachen2
wms-energieplan2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wms-energieplan2
parke-von-nationaler-bedeutung2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.09.2015;geoinformation-kanton-zuerich;parke-von-nationaler-bedeutung2
wms-historische-karte-j-wild-1850-ogd2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.03.2017;geoinformation-kanton-zuerich;wms-historische-karte-j-wild-1850-ogd2
windpotenzial2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;27.02.2013;geoinformation-kanton-zuerich;windpotenzial2
wfs-strassennetz1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;06.06.2017;geoinformation-kanton-zuerich;wfs-strassennetz1
kunstbauten;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.07.2019;geoinformation-kanton-zuerich;kunstbauten
schweizmobil-routen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;29.11.2018;geoinformation-kanton-zuerich;schweizmobil-routen1
prufperimeter-fur-bodenverschiebungen-pbv1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.05.2011;geoinformation-kanton-zuerich;prufperimeter-fur-bodenverschiebungen-pbv1
risikokarte-naturgefahren1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.07.2017;geoinformation-kanton-zuerich;risikokarte-naturgefahren1
relief-digitales-terrainmodell1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.02.2015;geoinformation-kanton-zuerich;relief-digitales-terrainmodell1
fruchtfolgeflachen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2018;geoinformation-kanton-zuerich;fruchtfolgeflachen2
wildtierkorridore1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.07.2009;geoinformation-kanton-zuerich;wildtierkorridore1
orthofoto-tosstal1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;30.06.2007;geoinformation-kanton-zuerich;orthofoto-tosstal1
landwirtschaftliche-nutzungsflachen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.11.2018;geoinformation-kanton-zuerich;landwirtschaftliche-nutzungsflachen1
raster-ubersichtsplan1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;08.04.2019;geoinformation-kanton-zuerich;raster-ubersichtsplan1
amtliche-vermessung-nomenklatur-dm01avzh241;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;amtliche-vermessung-nomenklatur-dm01avzh241
amtliche-vermessung-einzelobjekte-dm01avzh241;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;amtliche-vermessung-einzelobjekte-dm01avzh241
archaologische-zonenplane1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.09.2014;geoinformation-kanton-zuerich;archaologische-zonenplane1
orthofoto-19811;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1981;geoinformation-kanton-zuerich;orthofoto-19811
orthofoto-sommer-rgb-2014-151;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.07.2015;geoinformation-kanton-zuerich;orthofoto-sommer-rgb-2014-151
orthofoto-fruhjahr-infrarot-2015-161;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.08.2016;geoinformation-kanton-zuerich;orthofoto-fruhjahr-infrarot-2015-161
libellen-inventar-19841;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1984;geoinformation-kanton-zuerich;libellen-inventar-19841
oreb-kataster-vereinfachtes-datenmodell-zh-grundwasserschutzareale1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.01.2014;geoinformation-kanton-zuerich;oreb-kataster-vereinfachtes-datenmodell-zh-grundwasserschutzareale1
vegetationskundliche-kartierung-der-walder-waldvegetationskarte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1997;geoinformation-kanton-zuerich;vegetationskundliche-kartierung-der-walder-waldvegetationskarte1
wfs-energiethemen2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.10.2017;geoinformation-kanton-zuerich;wfs-energiethemen2
wms-risikokarte-naturgefahren1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.07.2017;geoinformation-kanton-zuerich;wms-risikokarte-naturgefahren1
beleuchtung1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;12.06.2017;geoinformation-kanton-zuerich;beleuchtung1
wfs-klimamodell-zh-analysekarten-vektor1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;wfs-klimamodell-zh-analysekarten-vektor1
wms-vektor-ubersichtsplan-layergetrennt1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.02.2018;geoinformation-kanton-zuerich;wms-vektor-ubersichtsplan-layergetrennt1
gewasserraum1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.03.2019;geoinformation-kanton-zuerich;gewasserraum1
wms-situationsplan-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.07.2015;geoinformation-kanton-zuerich;wms-situationsplan-ogd1
betreuungsgebiete-naturschutz1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;15.05.2019;geoinformation-kanton-zuerich;betreuungsgebiete-naturschutz1
wfs-grundwasserkarte-hochwasserstand1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.01.2014;geoinformation-kanton-zuerich;wfs-grundwasserkarte-hochwasserstand1
wms-fischereireviere-ogd1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.09.2016;geoinformation-kanton-zuerich;wms-fischereireviere-ogd1
wms-historische-gewasserkarte1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.04.2017;geoinformation-kanton-zuerich;wms-historische-gewasserkarte1
schutzwald2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.04.2017;geoinformation-kanton-zuerich;schutzwald2
hinweisflachen-fur-anthropogene-boden1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.10.2017;geoinformation-kanton-zuerich;hinweisflachen-fur-anthropogene-boden1
oreb-kataster-vereinfachtes-datenmodell-zh-kantonale-verkehrsbaulinien1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.01.2014;geoinformation-kanton-zuerich;oreb-kataster-vereinfachtes-datenmodell-zh-kantonale-verkehrsbaulinien1
historische-gemeindegrenzen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;29.01.2019;geoinformation-kanton-zuerich;historische-gemeindegrenzen1
ogd-veloparkierungsanlagen-20151;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.12.2015;geoinformation-kanton-zuerich;ogd-veloparkierungsanlagen-20151
klimamodell-zh-szenarienkarten1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;08.06.2018;geoinformation-kanton-zuerich;klimamodell-zh-szenarienkarten1
gemeindegrenzen-fur-a4-darstellungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;28.01.2019;geoinformation-kanton-zuerich;gemeindegrenzen-fur-a4-darstellungen1
klimamodell-zh-analysekarten-vektor1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;21.06.2018;geoinformation-kanton-zuerich;klimamodell-zh-analysekarten-vektor1
lichte-walder1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2017;geoinformation-kanton-zuerich;lichte-walder1
baustellen-kantonsstrassen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.12.2016;geoinformation-kanton-zuerich;baustellen-kantonsstrassen1
signalisierte-geschwindigkeit1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;25.01.2018;geoinformation-kanton-zuerich;signalisierte-geschwindigkeit1
gebaudevolumen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;30.05.2014;geoinformation-kanton-zuerich;gebaudevolumen1
schutzverordnungen-uber-natur-und-landschaftsschutzgebiete-von-uberkommunaler-kt-reg-bedeutung-1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;23.10.2017;geoinformation-kanton-zuerich;schutzverordnungen-uber-natur-und-landschaftsschutzgebiete-von-uberkommunaler-kt-reg-bedeutung-1
vegetationshohe1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;07.10.2015;geoinformation-kanton-zuerich;vegetationshohe1
amtliche-vermessung-hoheitsgrenzen-dm01avzh241;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;amtliche-vermessung-hoheitsgrenzen-dm01avzh241
av-strassenachsen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.07.2018;geoinformation-kanton-zuerich;av-strassenachsen1
oreb-kataster-grundwasser-offentlich-rechtliche-eigentumsbeschrankungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;oreb-kataster-grundwasser-offentlich-rechtliche-eigentumsbeschrankungen1
arten-der-feuchtgebietskartierung-1976-19771;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1977;geoinformation-kanton-zuerich;arten-der-feuchtgebietskartierung-1976-19771
wasserpegel1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.08.2016;geoinformation-kanton-zuerich;wasserpegel1
modellierte-potenziale-fur-naturnahe-lebensraume1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.2004;geoinformation-kanton-zuerich;modellierte-potenziale-fur-naturnahe-lebensraume1
oreb-kataster-vereinfachtes-datenmodell-zh-nutzungsplanung-grundnutzung1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.01.2014;geoinformation-kanton-zuerich;oreb-kataster-vereinfachtes-datenmodell-zh-nutzungsplanung-grundnutzung1
inventar-der-geologischen-und-geomorphologischen-objekte1975-801;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1980;geoinformation-kanton-zuerich;inventar-der-geologischen-und-geomorphologischen-objekte1975-801
forstkreise2;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;23.05.2019;geoinformation-kanton-zuerich;forstkreise2
oberflachenabfluss;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.07.2019;geoinformation-kanton-zuerich;oberflachenabfluss
oreb-kataster-nutzungsplanung-offentlich-rechtliche-eigentumsbeschrankungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;oreb-kataster-nutzungsplanung-offentlich-rechtliche-eigentumsbeschrankungen1
av-kmaf-grundwasserschutz-eigentumsbeschrankungen-zh1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;av-kmaf-grundwasserschutz-eigentumsbeschrankungen-zh1
no2-immissionen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.12.2015;geoinformation-kanton-zuerich;no2-immissionen1
pm10-immissionen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.12.2015;geoinformation-kanton-zuerich;pm10-immissionen1
amtliche-vermessung-rohrleitungen-dm01avzh241;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;11.09.2017;geoinformation-kanton-zuerich;amtliche-vermessung-rohrleitungen-dm01avzh241
wasserfassungen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;16.08.2016;geoinformation-kanton-zuerich;wasserfassungen1
gewasser-haupteinzugsgebiete1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;01.11.2005;geoinformation-kanton-zuerich;gewasser-haupteinzugsgebiete1
waldentwicklungsplan1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;07.09.2010;geoinformation-kanton-zuerich;waldentwicklungsplan1
arten-der-trockenstandorte-tww-1974-19761;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1997;geoinformation-kanton-zuerich;arten-der-trockenstandorte-tww-1974-19761
tagfalter-inventar-19921;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;31.12.1992;geoinformation-kanton-zuerich;tagfalter-inventar-19921
luftbilder-1981-20001;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;17.10.2016;geoinformation-kanton-zuerich;luftbilder-1981-20001
oreb-kataster-vereinfachtes-datenmodell-zh-larmempfindlichkeitsstufen-in-nutzungszonen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;24.01.2014;geoinformation-kanton-zuerich;oreb-kataster-vereinfachtes-datenmodell-zh-larmempfindlichkeitsstufen-in-nutzungszonen1
jagdreviergrenzen1;Amt für Raumentwicklung;Geoinformation;Baudirektion;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;14.10.2016;geoinformation-kanton-zuerich;jagdreviergrenzen1
